sku,competitor,competitor_price
PO-115A-A4-2500-40-5,Competitor3,98.85
PO-115A-A4-2500-40-3,Competitor3,108.65
PO-115A-A4-2500-40-2,Competitor3,121.75
PO-115A-B1-2500-40-4,Competitor3,575.33
PO-115A-B2-2500-40-4,Competitor3,461.21
PO-115A-B2-2500-40-2,Competitor3,504.26
PO-115A-A0-250-40-4,Competitor3,312.12
PO-115A-A1-250-40-4,Competitor3,108.48
PO-115A-A1-250-40-2,Competitor3,131.38
PO-115A-A2-250-40-4,Competitor3,61.09
PO-115A-A2-250-40-2,Competitor3,83.99
PO-115A-A3-250-40-4,Competitor3,37.53
PO-115A-A3-250-40-2,Competitor3,60.43
PO-115A-A4-250-40-5,Competitor3,46.82
PO-115A-A4-250-40-3,Competitor3,56.62
PO-115A-A4-250-40-2,Competitor3,69.72
PO-115A-B1-250-40-4,Competitor3,139.19
PO-115A-B2-250-40-4,Competitor3,168.23
PO-115A-B2-250-40-2,Competitor3,191.13
PO-115A-A0-25-40-4,Competitor3,254.9
PO-115A-A1-25-40-4,Competitor3,88.43
PO-115A-A1-25-40-2,Competitor3,111.34
PO-115A-A2-25-40-4,Competitor3,50.94
PO-115A-A2-25-40-2,Competitor3,73.84
PO-115A-A3-25-40-4,Competitor3,32.35
PO-115A-A3-25-40-2,Competitor3,55.25
PO-115A-B1-25-40-4,Competitor3,99.11
PO-115A-B2-25-40-4,Competitor3,144.2
PO-115A-B2-25-40-2,Competitor3,167.1
PO-115A-A0-3000-40-4,Competitor3,1209.36
PO-115A-A1-3000-40-4,Competitor3,470.04
PO-115A-A1-3000-40-2,Competitor3,546.7
PO-115A-A2-3000-40-4,Competitor3,248.2
PO-115A-A2-3000-40-2,Competitor3,289.69
PO-115A-A3-3000-40-4,Competitor3,135.84
PO-115A-A3-3000-40-2,Competitor3,158.73
PO-115A-B1-3000-40-4,Competitor3,684.74
PO-115A-B2-3000-40-4,Competitor3,526.45
PO-115A-B2-3000-40-2,Competitor3,577.35
PO-115A-A0-300-40-4,Competitor3,346.45
PO-115A-A1-300-40-4,Competitor3,123.53
PO-115A-A1-300-40-2,Competitor3,149.45
PO-115A-A2-300-40-4,Competitor3,69.07
PO-115A-A2-300-40-2,Competitor3,91.97
PO-115A-A3-300-40-4,Competitor3,41.86
PO-115A-A3-300-40-2,Competitor3,64.76
PO-115A-B1-300-40-4,Competitor3,152.48
PO-115A-B2-300-40-4,Competitor3,172.39
PO-115A-B2-300-40-2,Competitor3,195.29
PO-115A-A0-3500-40-4,Competitor3,1323.81
PO-115A-A1-3500-40-4,Competitor3,535.77
PO-115A-A1-3500-40-2,Competitor3,624.39
PO-115A-A2-3500-40-4,Competitor3,282.23
PO-115A-A2-3500-40-2,Competitor3,330
PO-115A-A3-3500-40-4,Competitor3,153.7
PO-115A-A3-3500-40-2,Competitor3,179.78
PO-115A-B1-3500-40-4,Competitor3,781.28
PO-115A-B2-3500-40-4,Competitor3,590.01
PO-115A-B2-3500-40-2,Competitor3,648.81
PO-115A-A1-350-40-4,Competitor3,127.99
PO-115A-A1-350-40-2,Competitor3,154.63
PO-115A-A2-350-40-4,Competitor3,71.33
PO-115A-A2-350-40-2,Competitor3,94.24
PO-115A-A3-350-40-4,Competitor3,43.02
PO-115A-A3-350-40-2,Competitor3,65.93
PO-115A-B1-350-40-4,Competitor3,159.15
PO-115A-B2-350-40-4,Competitor3,176.45
PO-115A-B2-350-40-2,Competitor3,199.36
PO-115A-A0-4000-40-4,Competitor3,1724.88
PO-115A-A1-4000-40-4,Competitor3,601.5
PO-115A-A1-4000-40-2,Competitor3,702.1
PO-115A-A2-4000-40-4,Competitor3,316.23
PO-115A-A2-4000-40-2,Competitor3,370.31
PO-115A-A3-4000-40-4,Competitor3,171.58
PO-115A-A3-4000-40-2,Competitor3,200.94
PO-115A-B1-4000-40-4,Competitor3,877.81
PO-115A-B2-4000-40-4,Competitor3,653.47
PO-115A-B2-4000-40-2,Competitor3,720.16
PO-115A-A0-400-40-4,Competitor3,357.9
PO-115A-A1-400-40-4,Competitor3,132.44
PO-115A-A1-400-40-2,Competitor3,159.82
PO-115A-A2-400-40-4,Competitor3,73.58
PO-115A-A2-400-40-2,Competitor3,96.48
PO-115A-A3-400-40-4,Competitor3,44.17
PO-115A-A3-400-40-2,Competitor3,67.07
PO-115A-B1-400-40-4,Competitor3,165.8
PO-115A-B2-400-40-4,Competitor3,180.61
PO-115A-B2-400-40-2,Competitor3,203.52
PO-115A-A0-4500-40-4,Competitor3,1860.13
PO-115A-A1-4500-40-4,Competitor3,667.24
PO-115A-A1-4500-40-2,Competitor3,779.79
PO-115A-A2-4500-40-4,Competitor3,350.25
PO-115A-A2-4500-40-2,Competitor3,410.6
PO-115A-A3-4500-40-4,Competitor3,189.44
PO-115A-A3-4500-40-2,Competitor3,222.11
PO-115A-B1-4500-40-4,Competitor3,974.36
PO-115A-B2-4500-40-4,Competitor3,721.62
PO-115A-B2-4500-40-2,Competitor3,796.14
PO-115A-A1-450-40-4,Competitor3,136.88
PO-115A-A1-450-40-2,Competitor3,164.98
PO-115A-A2-450-40-4,Competitor3,75.85
PO-115A-A2-450-40-2,Competitor3,98.76
PO-115A-A3-450-40-4,Competitor3,45.32
PO-115A-A3-450-40-2,Competitor3,68.23
PO-115A-B1-450-40-4,Competitor3,179.62
PO-115A-B2-450-40-4,Competitor3,184.67
PO-115A-B2-450-40-2,Competitor3,207.58
PO-115A-A0-5000-40-4,Competitor3,1995.39
PO-115A-A1-5000-40-4,Competitor3,732.98
PO-115A-A1-5000-40-2,Competitor3,857.48
PO-115A-A2-5000-40-4,Competitor3,384.27
PO-115A-A2-5000-40-2,Competitor3,450.92
PO-115A-A3-5000-40-4,Competitor3,207.33
PO-115A-A3-5000-40-2,Competitor3,243.29
PO-115A-A4-5000-40-5,Competitor3,138.72
PO-115A-A4-5000-40-3,Competitor3,150.03
PO-115A-A4-5000-40-2,Competitor3,161.62
PO-115A-B1-5000-40-4,Competitor3,1070.91
PO-115A-B2-5000-40-4,Competitor3,789.66
PO-115A-B2-5000-40-2,Competitor3,872.06
PO-115A-A0-500-40-4,Competitor3,374.54
PO-115A-A1-500-40-4,Competitor3,141.34
PO-115A-A1-500-40-2,Competitor3,170.16
PO-115A-A2-500-40-4,Competitor3,78.09
PO-115A-A2-500-40-2,Competitor3,100.99
PO-115A-A3-500-40-4,Competitor3,46.46
PO-115A-A3-500-40-2,Competitor3,69.36
PO-115A-A4-500-40-5,Competitor3,52.71
PO-115A-A4-500-40-3,Competitor3,62.52
PO-115A-A4-500-40-2,Competitor3,75.61
PO-115A-B1-500-40-4,Competitor3,185.83
PO-115A-B2-500-40-4,Competitor3,188.83
PO-115A-B2-500-40-2,Competitor3,211.73
PO-115A-A0-50-40-4,Competitor3,266.34
PO-115A-A1-50-40-4,Competitor3,90.66
PO-115A-A1-50-40-2,Competitor3,113.56
PO-115A-A2-50-40-4,Competitor3,52.06
PO-115A-A2-50-40-2,Competitor3,74.97
PO-115A-A3-50-40-4,Competitor3,32.93
PO-115A-A3-50-40-2,Competitor3,55.83
PO-115A-B1-50-40-4,Competitor3,99.96
PO-115A-B2-50-40-4,Competitor3,145.34
PO-115A-B2-50-40-2,Competitor3,168.24
PO-115A-A0-5500-40-9,Competitor3,2133.34
PO-115A-A1-5500-40-5,Competitor3,798.71
PO-115A-A1-5500-40-3,Competitor3,864
PO-115A-A1-5500-40-2,Competitor3,935.17
PO-115A-A2-5500-40-5,Competitor3,418.29
PO-115A-A2-5500-40-3,Competitor3,453.16
PO-115A-A2-5500-40-2,Competitor3,491.22
PO-115A-A3-5500-40-5,Competitor3,225.2
PO-115A-A3-5500-40-3,Competitor3,243.96
PO-115A-A3-5500-40-2,Competitor3,264.47
PO-115A-B1-5500-40-6,Competitor3,1167.43
PO-115A-B2-5500-40-5,Competitor3,866.34
PO-115A-B2-5500-40-3,Competitor3,909.52
PO-115A-B2-5500-40-2,Competitor3,956.6
PO-115A-A1-550-40-5,Competitor3,156.41
PO-115A-A1-550-40-3,Competitor3,171.67
PO-115A-A1-550-40-2,Competitor3,188.3
PO-115A-A2-550-40-5,Competitor3,86.08
PO-115A-A2-550-40-3,Competitor3,95.89
PO-115A-A2-550-40-2,Competitor3,108.99
PO-115A-A3-550-40-5,Competitor3,50.81
PO-115A-A3-550-40-3,Competitor3,60.62
PO-115A-A3-550-40-2,Competitor3,73.72
PO-115A-B1-550-40-6,Competitor3,205.41
PO-115A-B2-550-40-5,Competitor3,194.87
PO-115A-B2-550-40-3,Competitor3,205.09
PO-115A-B2-550-40-2,Competitor3,217.78
PO-115A-A0-6000-40-9,Competitor3,2271.31
PO-115A-A1-6000-40-5,Competitor3,864.46
PO-115A-A1-6000-40-3,Competitor3,935.44
PO-115A-A1-6000-40-2,Competitor3,1012.91
PO-115A-A2-6000-40-5,Competitor3,452.32
PO-115A-A2-6000-40-3,Competitor3,490.24
PO-115A-A2-6000-40-2,Competitor3,531.52
PO-115A-A3-6000-40-5,Competitor3,243.07
PO-115A-A3-6000-40-3,Competitor3,263.41
PO-115A-A3-6000-40-2,Competitor3,285.61
PO-115A-B1-6000-40-6,Competitor3,1263.97
PO-115A-B2-6000-40-5,Competitor3,945.1
PO-115A-B2-6000-40-3,Competitor3,992.02
PO-115A-B2-6000-40-2,Competitor3,1043.26
PO-115A-A0-600-40-9,Competitor3,483.79
PO-115A-A1-600-40-5,Competitor3,160.85
PO-115A-A1-600-40-3,Competitor3,176.45
PO-115A-A1-600-40-2,Competitor3,193.48
PO-115A-A2-600-40-5,Competitor3,88.34
PO-115A-A2-600-40-3,Competitor3,98.14
PO-115A-A2-600-40-2,Competitor3,111.25
PO-115A-A3-600-40-5,Competitor3,51.96
PO-115A-A3-600-40-3,Competitor3,61.76
PO-115A-A3-600-40-2,Competitor3,74.87
PO-115A-B1-600-40-6,Competitor3,211.61
PO-115A-B2-600-40-5,Competitor3,201
PO-115A-B2-600-40-3,Competitor3,211.46
PO-115A-B2-600-40-2,Competitor3,223.91
PO-115A-A0-6500-40-9,Competitor3,2405.2
PO-115A-A1-6500-40-5,Competitor3,930.19
PO-115A-A1-6500-40-3,Competitor3,1006.9
PO-115A-A1-6500-40-2,Competitor3,1090.62
PO-115A-A2-6500-40-5,Competitor3,486.34
PO-115A-A2-6500-40-3,Competitor3,527.23
PO-115A-A2-6500-40-2,Competitor3,571.82
PO-115A-A3-6500-40-5,Competitor3,260.95
PO-115A-A3-6500-40-3,Competitor3,282.86
PO-115A-A3-6500-40-2,Competitor3,306.78
PO-115A-B1-6500-40-6,Competitor3,1360.51
PO-115A-B2-6500-40-5,Competitor3,1023.86
PO-115A-B2-6500-40-3,Competitor3,1074.56
PO-115A-B2-6500-40-2,Competitor3,1129.88
PO-115A-A1-650-40-5,Competitor3,165.31
PO-115A-A1-650-40-3,Competitor3,181.27
PO-115A-A1-650-40-2,Competitor3,198.67
PO-115A-A2-650-40-5,Competitor3,90.6
PO-115A-A2-650-40-3,Competitor3,100.41
PO-115A-A2-650-40-2,Competitor3,113.5
PO-115A-A3-650-40-5,Competitor3,53.1
PO-115A-A3-650-40-3,Competitor3,62.91
PO-115A-A3-650-40-2,Competitor3,76
PO-115A-B1-650-40-6,Competitor3,217.82
PO-115A-B2-650-40-5,Competitor3,207.04
PO-115A-B2-650-40-3,Competitor3,217.74
PO-115A-B2-650-40-2,Competitor3,229.94
PO-115A-A0-7000-40-9,Competitor3,2541.81
PO-115A-A1-7000-40-5,Competitor3,995.94
PO-115A-A1-7000-40-3,Competitor3,1078.41
PO-115A-A1-7000-40-2,Competitor3,1168.28
PO-115A-A2-7000-40-5,Competitor3,520.35
PO-115A-A2-7000-40-3,Competitor3,564.24
PO-115A-A2-7000-40-2,Competitor3,612.12
PO-115A-A3-7000-40-5,Competitor3,278.82
PO-115A-A3-7000-40-3,Competitor3,302.34
PO-115A-A3-7000-40-2,Competitor3,327.96
PO-115A-B1-7000-40-6,Competitor3,1457.04
PO-115A-B2-7000-40-5,Competitor3,1102.62
PO-115A-B2-7000-40-3,Competitor3,1157.08
PO-115A-B2-7000-40-2,Competitor3,1216.51
PO-115A-A0-700-40-9,Competitor3,495.23
PO-115A-A1-700-40-5,Competitor3,169.75
PO-115A-A1-700-40-3,Competitor3,186.06
PO-115A-A1-700-40-2,Competitor3,203.84
PO-115A-A2-700-40-5,Competitor3,92.86
PO-115A-A2-700-40-3,Competitor3,102.66
PO-115A-A2-700-40-2,Competitor3,115.76
PO-115A-A3-700-40-5,Competitor3,54.25
PO-115A-A3-700-40-3,Competitor3,64.05
PO-115A-A3-700-40-2,Competitor3,77.15
PO-115A-B1-700-40-6,Competitor3,224.02
PO-115A-B2-700-40-5,Competitor3,213.08
PO-115A-B2-700-40-3,Competitor3,224.03
PO-115A-B2-700-40-2,Competitor3,235.98
PO-115A-A0-7500-40-9,Competitor3,2677.05
PO-115A-A1-7500-40-5,Competitor3,1061.67
PO-115A-A1-7500-40-3,Competitor3,1149.8
PO-115A-A1-7500-40-2,Competitor3,1245.95
PO-115A-A2-7500-40-5,Competitor3,554.37
PO-115A-A2-7500-40-3,Competitor3,601.25
PO-115A-A2-7500-40-2,Competitor3,652.47
PO-115A-A3-7500-40-5,Competitor3,296.69
PO-115A-A3-7500-40-3,Competitor3,321.74
PO-115A-A3-7500-40-2,Competitor3,349.12
PO-115A-B1-7500-40-6,Competitor3,1553.58
PO-115A-B2-7500-40-5,Competitor3,1181.37
PO-115A-B2-7500-40-3,Competitor3,1239.57
PO-115A-B2-7500-40-2,Competitor3,1303.1
PO-115A-A0-750-40-4,Competitor3,500.95
PO-115A-A1-750-40-4,Competitor3,174.21
PO-115A-A1-750-40-2,Competitor3,209.01
PO-115A-A2-750-40-4,Competitor3,95.1
PO-115A-A2-750-40-2,Competitor3,118
PO-115A-A3-750-40-4,Competitor3,55.41
PO-115A-A3-750-40-2,Competitor3,78.31
PO-115A-A4-750-40-5,Competitor3,58.57
PO-115A-A4-750-40-3,Competitor3,68.38
PO-115A-A4-750-40-2,Competitor3,81.47
PO-115A-B1-750-40-4,Competitor3,230.22
PO-115A-B2-750-40-4,Competitor3,219.21
PO-115A-B2-750-40-2,Competitor3,242.59
PO-115A-A0-8000-40-9,Competitor3,2810.96
PO-115A-A1-8000-40-5,Competitor3,1127.42
PO-115A-A1-8000-40-3,Competitor3,1221.25
PO-115A-A1-8000-40-2,Competitor3,1323.65
PO-115A-A2-8000-40-5,Competitor3,588.39
PO-115A-A2-8000-40-3,Competitor3,638.31
PO-115A-A2-8000-40-2,Competitor3,692.79
PO-115A-A3-8000-40-5,Competitor3,314.57
PO-115A-A3-8000-40-3,Competitor3,341.21
PO-115A-A3-8000-40-2,Competitor3,370.33
PO-115A-B1-8000-40-6,Competitor3,1650.12
PO-115A-B2-8000-40-5,Competitor3,1260.14
PO-115A-B2-8000-40-3,Competitor3,1322.13
PO-115A-B2-8000-40-2,Competitor3,1389.73
PO-115A-A0-800-40-9,Competitor3,506.67
PO-115A-A1-800-40-5,Competitor3,189.27
PO-115A-A1-800-40-3,Competitor3,207.39
PO-115A-A1-800-40-2,Competitor3,227.15
PO-115A-A2-800-40-5,Competitor3,103.09
PO-115A-A2-800-40-3,Competitor3,113.21
PO-115A-A2-800-40-2,Competitor3,126
PO-115A-A3-800-40-5,Competitor3,59.74
PO-115A-A3-800-40-3,Competitor3,69.55
PO-115A-A3-800-40-2,Competitor3,82.65
PO-115A-B1-800-40-6,Competitor3,249.81
PO-115A-B2-800-40-5,Competitor3,225.25
PO-115A-B2-800-40-3,Competitor3,237.36
PO-115A-B2-800-40-2,Competitor3,250.56
PO-115A-A0-8500-40-9,Competitor3,2942.15
PO-115A-A1-8500-40-5,Competitor3,1193.16
PO-115A-A1-8500-40-3,Competitor3,1292.77
PO-115A-A1-8500-40-2,Competitor3,1401.4
PO-115A-A2-8500-40-5,Competitor3,622.4
PO-115A-A2-8500-40-3,Competitor3,675.36
PO-115A-A2-8500-40-2,Competitor3,733.07
PO-115A-A3-8500-40-5,Competitor3,332.43
PO-115A-A3-8500-40-3,Competitor3,360.65
PO-115A-A3-8500-40-2,Competitor3,391.42
PO-115A-B1-8500-40-6,Competitor3,1746.66
PO-115A-B2-8500-40-5,Competitor3,1338.89
PO-115A-B2-8500-40-3,Competitor3,1404.6
PO-115A-B2-8500-40-2,Competitor3,1476.34
PO-115A-A1-850-40-5,Competitor3,193.72
PO-115A-A1-850-40-3,Competitor3,212.19
PO-115A-A1-850-40-2,Competitor3,232.32
PO-115A-A2-850-40-5,Competitor3,105.36
PO-115A-A2-850-40-3,Competitor3,115.66
PO-115A-A2-850-40-2,Competitor3,128.26
PO-115A-A3-850-40-5,Competitor3,60.89
PO-115A-A3-850-40-3,Competitor3,70.7
PO-115A-A3-850-40-2,Competitor3,83.79
PO-115A-B1-850-40-6,Competitor3,256.01
PO-115A-B2-850-40-5,Competitor3,231.29
PO-115A-B2-850-40-3,Competitor3,243.64
PO-115A-B2-850-40-2,Competitor3,257.09
PO-115A-A0-9000-40-9,Competitor3,3074.7
PO-115A-A1-9000-40-5,Competitor3,1258.89
PO-115A-A1-9000-40-3,Competitor3,1364.18
PO-115A-A1-9000-40-2,Competitor3,1479.11
PO-115A-A2-9000-40-5,Competitor3,656.43
PO-115A-A2-9000-40-3,Competitor3,712.32
PO-115A-A2-9000-40-2,Competitor3,773.34
PO-115A-A3-9000-40-5,Competitor3,350.3
PO-115A-A3-9000-40-3,Competitor3,380.09
PO-115A-A3-9000-40-2,Competitor3,412.67
PO-115A-B1-9000-40-6,Competitor3,1843.19
PO-115A-B2-9000-40-5,Competitor3,1417.65
PO-115A-B2-9000-40-3,Competitor3,1487.13
PO-115A-B2-9000-40-2,Competitor3,1563
PO-115A-A0-900-40-9,Competitor3,518.12
PO-115A-A1-900-40-5,Competitor3,198.18
PO-115A-A1-900-40-3,Competitor3,216.99
PO-115A-A1-900-40-2,Competitor3,237.51
PO-115A-A2-900-40-5,Competitor3,107.61
PO-115A-A2-900-40-3,Competitor3,118.08
PO-115A-A2-900-40-2,Competitor3,130.51
PO-115A-A3-900-40-5,Competitor3,62.04
PO-115A-A3-900-40-3,Competitor3,71.85
PO-115A-A3-900-40-2,Competitor3,84.94
PO-115A-B1-900-40-6,Competitor3,262.21
PO-115A-B2-900-40-5,Competitor3,237.31
PO-115A-B2-900-40-3,Competitor3,249.9
PO-115A-B2-900-40-2,Competitor3,263.62
PO-115A-A0-9500-40-9,Competitor3,3219.42
PO-115A-A1-9500-40-5,Competitor3,1324.61
PO-115A-A1-9500-40-3,Competitor3,1435.67
PO-115A-A1-9500-40-2,Competitor3,1556.79
PO-115A-A2-9500-40-5,Competitor3,690.45
PO-115A-A2-9500-40-3,Competitor3,749.35
PO-115A-A2-9500-40-2,Competitor3,813.67
PO-115A-A3-9500-40-5,Competitor3,368.18
PO-115A-A3-9500-40-3,Competitor3,399.53
PO-115A-A3-9500-40-2,Competitor3,433.83
PO-115A-B1-9500-40-6,Competitor3,1939.73
PO-115A-B2-9500-40-5,Competitor3,1496.41
PO-115A-B2-9500-40-3,Competitor3,1569.66
PO-115A-B2-9500-40-2,Competitor3,1649.65
PO-115A-A1-950-40-5,Competitor3,202.63
PO-115A-A1-950-40-3,Competitor3,221.8
PO-115A-A1-950-40-2,Competitor3,242.7
PO-115A-A2-950-40-5,Competitor3,109.86
PO-115A-A2-950-40-3,Competitor3,120.51
PO-115A-A2-950-40-2,Competitor3,132.77
PO-115A-A3-950-40-5,Competitor3,63.19
PO-115A-A3-950-40-3,Competitor3,73
PO-115A-A3-950-40-2,Competitor3,86.1
PO-115A-B1-950-40-6,Competitor3,268.42
PO-115A-B2-950-40-5,Competitor3,243.45
PO-115A-B2-950-40-3,Competitor3,256.27
PO-115A-B2-950-40-2,Competitor3,270.26
PO-135G-A0-10000-40-9,Competitor3,3454.13
PO-135G-A1-10000-40-5,Competitor3,1194.17
PO-135G-A1-10000-40-3,Competitor3,1310.97
PO-135G-A1-10000-40-2,Competitor3,1438.27
PO-135G-A2-10000-40-5,Competitor3,625.4
PO-135G-A2-10000-40-3,Competitor3,687.3
PO-135G-A2-10000-40-2,Competitor3,754.9
PO-135G-A3-10000-40-5,Competitor3,335.31
PO-135G-A3-10000-40-3,Competitor3,368.31
PO-135G-A3-10000-40-2,Competitor3,404.21
PO-135G-A4-10000-40-5,Competitor3,178.12
PO-135G-A4-10000-40-3,Competitor3,198.12
PO-135G-A4-10000-40-2,Competitor3,216.42
PO-135G-B1-10000-40-6,Competitor3,1486.32
PO-135G-B1-10000-40-4,Competitor3,1720.82
PO-135G-B2-10000-40-5,Competitor3,811.32
PO-135G-B2-10000-40-3,Competitor3,888.32
PO-135G-B2-10000-40-2,Competitor3,972.42
PO-135G-A0-1000-40-4,Competitor3,569.1
PO-135G-A1-1000-40-4,Competitor3,184.84
PO-135G-A1-1000-40-2,Competitor3,225.62
PO-135G-A2-1000-40-4,Competitor3,100.03
PO-135G-A2-1000-40-2,Competitor3,122.93
PO-135G-A3-1000-40-4,Competitor3,57.1
PO-135G-A3-1000-40-2,Competitor3,80
PO-135G-A4-1000-40-4,Competitor3,46.44
PO-135G-A4-1000-40-2,Competitor3,69.34
PO-135G-B1-1000-40-4,Competitor3,217.95
PO-135G-B1-1000-40-2,Competitor3,286.11
PO-135G-B2-1000-40-4,Competitor3,125.35
PO-135G-B2-1000-40-2,Competitor3,152.67
PO-135G-A0-100-40-4,Competitor3,266.86
PO-135G-A1-100-40-4,Competitor3,61.38
PO-135G-A1-100-40-2,Competitor3,84.28
PO-135G-A2-100-40-4,Competitor3,36.79
PO-135G-A2-100-40-2,Competitor3,59.69
PO-135G-A3-100-40-4,Competitor3,31.18
PO-135G-A3-100-40-2,Competitor3,54.08
PO-135G-A4-100-40-4,Competitor3,31.22
PO-135G-A4-100-40-2,Competitor3,54.12
PO-135G-B1-100-40-4,Competitor3,97.47
PO-135G-B1-100-40-2,Competitor3,150.16
PO-135G-B2-100-40-4,Competitor3,60.57
PO-135G-B2-100-40-2,Competitor3,83.47
PO-135G-A1-11000-40-5,Competitor3,1306.3
PO-135G-A1-11000-40-3,Competitor3,1428.73
PO-135G-A1-11000-40-2,Competitor3,1562.38
PO-135G-A2-11000-40-5,Competitor3,683.78
PO-135G-A2-11000-40-3,Competitor3,748.68
PO-135G-A2-11000-40-2,Competitor3,819.63
PO-135G-A3-11000-40-5,Competitor3,366.22
PO-135G-A3-11000-40-3,Competitor3,400.77
PO-135G-A3-11000-40-2,Competitor3,438.49
PO-135G-A4-11000-40-5,Competitor3,194.2
PO-135G-A4-11000-40-3,Competitor3,215.98
PO-135G-A4-11000-40-2,Competitor3,236
PO-135G-B1-11000-40-6,Competitor3,1627.26
PO-135G-B1-11000-40-4,Competitor3,1880.26
PO-135G-B2-11000-40-5,Competitor3,887.53
PO-135G-B2-11000-40-3,Competitor3,968.38
PO-135G-B2-11000-40-2,Competitor3,1056.49
PO-135G-A1-12000-40-5,Competitor3,1418.45
PO-135G-A1-12000-40-3,Competitor3,1552.37
PO-135G-A1-12000-40-2,Competitor3,1698.41
PO-135G-A2-12000-40-5,Competitor3,742.15
PO-135G-A2-12000-40-3,Competitor3,813.07
PO-135G-A2-12000-40-2,Competitor3,890.47
PO-135G-A3-12000-40-5,Competitor3,397.14
PO-135G-A3-12000-40-3,Competitor3,434.82
PO-135G-A3-12000-40-2,Competitor3,475.98
PO-135G-A4-12000-40-5,Competitor3,210.28
PO-135G-A4-12000-40-3,Competitor3,233.92
PO-135G-A4-12000-40-2,Competitor3,255.64
PO-135G-B1-12000-40-6,Competitor3,1768.18
PO-135G-B1-12000-40-4,Competitor3,2038.9
PO-135G-B2-12000-40-5,Competitor3,963.76
PO-135G-B2-12000-40-3,Competitor3,1052.08
PO-135G-B2-12000-40-2,Competitor3,1148.44
PO-135G-A1-1250-40-4,Competitor3,212.88
PO-135G-A1-1250-40-2,Competitor3,251.85
PO-135G-A2-1250-40-4,Competitor3,114.63
PO-135G-A2-1250-40-2,Competitor3,136.12
PO-135G-A3-1250-40-4,Competitor3,64.82
PO-135G-A3-1250-40-2,Competitor3,83.91
PO-135G-A4-1250-40-4,Competitor3,49.44
PO-135G-A4-1250-40-2,Competitor3,72.34
PO-135G-B1-1250-40-4,Competitor3,253.18
PO-135G-B1-1250-40-2,Competitor3,322.28
PO-135G-B2-1250-40-4,Competitor3,144.41
PO-135G-B2-1250-40-2,Competitor3,170.45
PO-135G-A1-13000-40-5,Competitor3,1530.59
PO-135G-A1-13000-40-3,Competitor3,1675.93
PO-135G-A1-13000-40-2,Competitor3,1834.53
PO-135G-A2-13000-40-5,Competitor3,800.53
PO-135G-A2-13000-40-3,Competitor3,877.49
PO-135G-A2-13000-40-2,Competitor3,961.47
PO-135G-A3-13000-40-5,Competitor3,428.05
PO-135G-A3-13000-40-3,Competitor3,468.87
PO-135G-A3-13000-40-2,Competitor3,513.46
PO-135G-A4-13000-40-5,Competitor3,226.37
PO-135G-A4-13000-40-3,Competitor3,251.85
PO-135G-A4-13000-40-2,Competitor3,275.25
PO-135G-B1-13000-40-6,Competitor3,1909.11
PO-135G-B1-13000-40-4,Competitor3,2195.89
PO-135G-B2-13000-40-5,Competitor3,1039.97
PO-135G-B2-13000-40-3,Competitor3,1135.78
PO-135G-B2-13000-40-2,Competitor3,1240.43
PO-135G-A1-14000-40-5,Competitor3,1642.74
PO-135G-A1-14000-40-3,Competitor3,1799.54
PO-135G-A1-14000-40-2,Competitor3,1970.62
PO-135G-A2-14000-40-5,Competitor3,858.9
PO-135G-A2-14000-40-3,Competitor3,941.92
PO-135G-A2-14000-40-2,Competitor3,1032.36
PO-135G-A3-14000-40-5,Competitor3,458.96
PO-135G-A3-14000-40-3,Competitor3,502.92
PO-135G-A3-14000-40-2,Competitor3,550.94
PO-135G-A4-14000-40-5,Competitor3,242.44
PO-135G-A4-14000-40-3,Competitor3,269.88
PO-135G-A4-14000-40-2,Competitor3,294.94
PO-135G-B1-14000-40-6,Competitor3,2050.06
PO-135G-B1-14000-40-4,Competitor3,2352.73
PO-135G-B2-14000-40-5,Competitor3,1116.2
PO-135G-B2-14000-40-3,Competitor3,1219.52
PO-135G-B2-14000-40-2,Competitor3,1332.36
PO-135G-A1-15000-40-5,Competitor3,1754.88
PO-135G-A1-15000-40-3,Competitor3,1923.18
PO-135G-A1-15000-40-2,Competitor3,2106.63
PO-135G-A2-15000-40-5,Competitor3,917.28
PO-135G-A2-15000-40-3,Competitor3,1006.23
PO-135G-A2-15000-40-2,Competitor3,1103.43
PO-135G-A3-15000-40-5,Competitor3,489.88
PO-135G-A3-15000-40-3,Competitor3,536.98
PO-135G-A3-15000-40-2,Competitor3,588.43
PO-135G-A4-15000-40-5,Competitor3,253.47
PO-135G-A4-15000-40-3,Competitor3,282.73
PO-135G-A4-15000-40-2,Competitor3,309.57
PO-135G-B1-15000-40-6,Competitor3,2190.98
PO-135G-B1-15000-40-4,Competitor3,2507.93
PO-135G-B2-15000-40-5,Competitor3,1192.42
PO-135G-B2-15000-40-3,Competitor3,1303.26
PO-135G-B2-15000-40-2,Competitor3,1424.32
PO-135G-A0-1500-40-4,Competitor3,907.23
PO-135G-A1-1500-40-4,Competitor3,240.91
PO-135G-A1-1500-40-2,Competitor3,287.67
PO-135G-A2-1500-40-4,Competitor3,129.22
PO-135G-A2-1500-40-2,Competitor3,155.01
PO-135G-A3-1500-40-4,Competitor3,72.55
PO-135G-A3-1500-40-2,Competitor3,95.45
PO-135G-A4-1500-40-4,Competitor3,54.11
PO-135G-A4-1500-40-2,Competitor3,77.02
PO-135G-B1-1500-40-4,Competitor3,288.42
PO-135G-B1-1500-40-2,Competitor3,371.34
