sku,salesprice_currency,supplier_currency,supplier_price,Production_days,supplier_price_salescountry,carrier_cost,carrier_currency,carrier_days,extra_days,carrier_cost_salescountry,@Quantity,@Turnaround,@Material,@Size,supplier_currency_original,supplier,carrier
PO-CF-A1-35-40-5,EUR,EUR,171.27,3,171.27,6.8,EUR,1,1,6.8,35,5 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-135G-A4-12000-40-3,EUR,EUR,174.54,0,174.54,0,EUR,2,1,0,12000,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-900-40-5,EUR,EUR,196.97,2,196.97,0,EUR,2,1,0,900,5 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-900-40-2,EUR,EUR,196.97,0,196.97,0,EUR,2,0,0,900,2 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-900-40-3,EUR,EUR,196.97,0,196.97,0,EUR,2,1,0,900,3 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-6000-40-3,EUR,EUR,175.68,0,175.68,0,EUR,2,1,0,6000,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-850-40-2,EUR,EUR,160.79,0,160.79,0,EUR,2,0,0,850,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B1-25-40-5,EUR,EUR,171.63,3,171.63,3.68,EUR,1,1,3.68,25,5 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-115A-A1-800-40-2,EUR,EUR,157.1,0,157.1,0,EUR,2,0,0,800,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-650-40-4,EUR,EUR,143.49,2,143.49,0,EUR,2,0,0,650,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-1250-40-1,EUR,EUR,177.1,0,177.1,16.16,EUR,1,0,16.16,1250,1 day,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A2-2500-40-2,EUR,EUR,177.77,0,177.77,0,EUR,2,0,0,2500,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-200-40-2,EUR,EUR,148.55,0,148.55,6.8,EUR,1,1,6.8,200,2 days,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A3-6500-40-5,EUR,EUR,188.51,2,188.51,0,EUR,2,1,0,6500,5 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A3-100-40-2,EUR,EUR,147.57,1,147.57,13.04,EUR,1,0,13.04,100,2 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-115A-B2-850-40-2,EUR,EUR,191.98,0,191.98,0,EUR,2,0,0,850,2 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-850-40-5,EUR,EUR,191.98,2,191.98,0,EUR,2,1,0,850,5 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-850-40-3,EUR,EUR,191.98,0,191.98,0,EUR,2,1,0,850,3 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-ABRI-20-40-1,EUR,EUR,124.65,0,124.65,3.68,EUR,1,0,3.68,20,1 day,115g Blue back,Abri,EUR,Probo,TNT-AVG
PO-135G-A4-13000-40-5,EUR,EUR,187.89,2,187.89,0,EUR,2,1,0,13000,5 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-400-40-1,EUR,EUR,150.05,0,150.05,13.04,EUR,1,0,13.04,400,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-B1-500-40-2,EUR,EUR,149.5,1,149.5,16.16,EUR,1,0,16.16,500,2 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A3-5500-40-5,EUR,EUR,186.92,2,186.92,0,EUR,2,1,0,5500,5 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-350-40-1,EUR,EUR,143.2,0,143.2,13.04,EUR,1,0,13.04,350,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-CF-A1-30-40-3,EUR,EUR,146.95,2,146.95,6.8,EUR,1,0,6.8,30,3 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-100G-A0-300-40-1,EUR,EUR,136.35,0,136.35,9.92,EUR,1,0,9.92,300,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-B1-700-40-6,EUR,EUR,185.94,4,185.94,0,EUR,2,0,0,700,6 days,115g Blue back,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-250-40-1,EUR,EUR,129.5,0,129.5,9.92,EUR,1,0,9.92,250,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-CF-ABRI-8-40-5,EUR,EUR,163.3,3,163.3,3.68,EUR,1,1,3.68,8,5 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-135G-A4-3000-40-1,EUR,EUR,181.5,0,181.5,6.8,EUR,1,0,6.8,3000,1 day,135g Gloss,A4,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A1-950-40-2,EUR,EUR,150.54,0,150.54,0,EUR,2,0,0,950,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-1000-40-1,EUR,EUR,162.8,0,162.8,6.8,EUR,1,0,6.8,1000,1 day,115g Blue back,A2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A1-950-40-3,EUR,EUR,168.19,0,168.19,0,EUR,2,1,0,950,3 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-50-40-2,EUR,EUR,147.57,1,147.57,6.8,EUR,1,0,6.8,50,2 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-B1-450-40-1,EUR,EUR,155.1,0,155.1,16.16,EUR,1,0,16.16,450,1 day,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-B2-800-40-2,EUR,EUR,186.96,0,186.96,0,EUR,2,0,0,800,2 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-800-40-3,EUR,EUR,186.96,0,186.96,0,EUR,2,1,0,800,3 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-800-40-5,EUR,EUR,186.96,2,186.96,0,EUR,2,1,0,800,5 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A0-15-40-3,EUR,EUR,147.07,2,147.07,3.68,EUR,1,0,3.68,15,3 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-A1-900-40-2,EUR,EUR,147.65,0,147.65,0,EUR,2,0,0,900,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B2-35-40-2,EUR,EUR,144.94,1,144.94,6.8,EUR,1,0,6.8,35,2 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-A1-900-40-3,EUR,EUR,164.49,0,164.49,0,EUR,2,1,0,900,3 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-650-40-6,EUR,EUR,180.8,4,180.8,0,EUR,2,0,0,650,6 days,115g Blue back,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-2000-40-4,EUR,EUR,167.3,1,167.3,0,EUR,2,1,0,2000,4 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-5000-40-2,EUR,EUR,172.09,0,172.09,0,EUR,2,0,0,5000,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-7-40-3,EUR,EUR,143.01,2,143.01,3.68,EUR,1,0,3.68,7,3 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-ABRI-6-40-2,EUR,EUR,147.69,1,147.69,3.68,EUR,1,0,3.68,6,2 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-135G-A4-11000-40-3,EUR,EUR,161.19,0,161.19,0,EUR,2,1,0,11000,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-450-40-4,EUR,EUR,156.9,2,156.9,16.16,EUR,1,1,16.16,450,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-CF-A1-25-40-2,EUR,EUR,147.57,1,147.57,3.68,EUR,1,0,3.68,25,2 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-135G-A3-5500-40-3,EUR,EUR,162.85,0,162.85,0,EUR,2,1,0,5500,3 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-1250-40-1,EUR,EUR,148.5,0,148.5,16.16,EUR,1,0,16.16,1250,1 day,135g Gloss,B2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-B1-400-40-1,EUR,EUR,145.75,0,145.75,13.04,EUR,1,0,13.04,400,1 day,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A1-850-40-2,EUR,EUR,144.75,0,144.75,0,EUR,2,0,0,850,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-800-40-2,EUR,EUR,141.86,0,141.86,0,EUR,2,0,0,800,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B2-40-40-3,EUR,EUR,137.5,2,137.5,6.8,EUR,1,0,6.8,40,3 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-A1-850-40-3,EUR,EUR,160.79,0,160.79,0,EUR,2,1,0,850,3 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-1250-40-2,EUR,EUR,161,1,161,16.16,EUR,1,0,16.16,1250,2 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-B1-600-40-6,EUR,EUR,175.64,4,175.64,0,EUR,2,0,0,600,6 days,115g Blue back,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-2500-40-4,EUR,EUR,177.77,1,177.77,0,EUR,2,1,0,2500,4 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-12000-40-5,EUR,EUR,174.54,2,174.54,0,EUR,2,1,0,12000,5 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-550-40-6,EUR,EUR,170.5,4,170.5,0,EUR,2,0,0,550,6 days,115g Blue back,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-700-40-5,EUR,EUR,176.86,2,176.86,0,EUR,2,1,0,700,5 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-700-40-2,EUR,EUR,176.86,0,176.86,0,EUR,2,0,0,700,2 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-700-40-3,EUR,EUR,176.86,0,176.86,0,EUR,2,1,0,700,3 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-1250-40-4,EUR,EUR,161,2,161,16.16,EUR,1,1,16.16,1250,4 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-B1-500-40-4,EUR,EUR,149.5,2,149.5,16.16,EUR,1,1,16.16,500,4 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-B1-900-40-6,EUR,EUR,172.73,3,172.73,0,EUR,2,1,0,900,6 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B1-20-40-3,EUR,EUR,137.5,2,137.5,3.68,EUR,1,0,3.68,20,3 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-115A-A1-800-40-3,EUR,EUR,157.1,0,157.1,0,EUR,2,1,0,800,3 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-600-40-4,EUR,EUR,139.4,2,139.4,0,EUR,2,0,0,600,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-1500-40-1,EUR,EUR,164.45,0,164.45,9.92,EUR,1,0,9.92,1500,1 day,115g Blue back,A3,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A3-5500-40-5,EUR,EUR,162.85,2,162.85,0,EUR,2,1,0,5500,5 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A1-30-40-5,EUR,EUR,146.95,3,146.95,6.8,EUR,1,1,6.8,30,5 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-115A-B2-650-40-3,EUR,EUR,171.85,0,171.85,0,EUR,2,1,0,650,3 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-650-40-5,EUR,EUR,171.85,2,171.85,0,EUR,2,1,0,650,5 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-650-40-2,EUR,EUR,171.85,0,171.85,0,EUR,2,0,0,650,2 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-5000-40-4,EUR,EUR,172.09,1,172.09,0,EUR,2,1,0,5000,4 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-850-40-6,EUR,EUR,168.64,3,168.64,0,EUR,2,1,0,850,6 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-700-40-2,EUR,EUR,140.9,0,140.9,0,EUR,2,0,0,700,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-450-40-2,EUR,EUR,141,1,141,16.16,EUR,1,0,16.16,450,2 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A3-4500-40-2,EUR,EUR,157.24,0,157.24,0,EUR,2,0,0,4500,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-800-40-6,EUR,EUR,164.56,3,164.56,0,EUR,2,1,0,800,6 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A3-100-40-3,EUR,EUR,122.62,2,122.62,13.04,EUR,1,0,13.04,100,3 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-115A-A1-950-40-5,EUR,EUR,168.19,2,168.19,0,EUR,2,1,0,950,5 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A0-15-40-5,EUR,EUR,147.07,3,147.07,3.68,EUR,1,1,3.68,15,5 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-A3-4500-40-2,EUR,EUR,137.2,0,137.2,0,EUR,2,0,0,4500,2 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-750-40-2,EUR,EUR,144.6,0,144.6,0,EUR,2,0,0,750,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-650-40-2,EUR,EUR,137.21,0,137.21,0,EUR,2,0,0,650,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-900-40-5,EUR,EUR,164.49,2,164.49,0,EUR,2,1,0,900,5 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-950-40-3,EUR,EUR,150.54,0,150.54,0,EUR,2,1,0,950,3 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-600-40-3,EUR,EUR,166.83,0,166.83,0,EUR,2,1,0,600,3 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-600-40-5,EUR,EUR,166.83,2,166.83,0,EUR,2,1,0,600,5 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-600-40-2,EUR,EUR,166.83,0,166.83,0,EUR,2,0,0,600,2 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-600-40-2,EUR,EUR,133.51,0,133.51,0,EUR,2,0,0,600,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-900-40-3,EUR,EUR,147.65,0,147.65,0,EUR,2,1,0,900,3 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-7-40-5,EUR,EUR,143.01,3,143.01,3.68,EUR,1,1,3.68,7,5 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-115A-A1-550-40-2,EUR,EUR,129.83,0,129.83,0,EUR,2,0,0,550,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-50-40-3,EUR,EUR,122.62,2,122.62,6.8,EUR,1,0,6.8,50,3 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-135G-B1-550-40-4,EUR,EUR,135.31,2,135.31,0,EUR,2,0,0,550,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-400-40-2,EUR,EUR,150.05,0,150.05,13.04,EUR,1,1,13.04,400,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-A3-175-40-3,EUR,EUR,142.55,1,142.55,22.4,EUR,1,1,22.4,175,3 days,115g Blue back,A3,EUR,Probo,TNT-AVG
PO-115A-A3-175-40-2,EUR,EUR,142.55,1,142.55,22.4,EUR,1,0,22.4,175,2 days,115g Blue back,A3,EUR,Probo,TNT-AVG
PO-115A-A3-175-40-5,EUR,EUR,142.55,3,142.55,22.4,EUR,1,1,22.4,175,5 days,115g Blue back,A3,EUR,Probo,TNT-AVG
PO-135G-A4-11000-40-5,EUR,EUR,161.19,2,161.19,0,EUR,2,1,0,11000,5 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-450-40-1,EUR,EUR,134.2,0,134.2,16.16,EUR,1,0,16.16,450,1 day,115g Blue back,A1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-B1-350-40-1,EUR,EUR,136.4,0,136.4,13.04,EUR,1,0,13.04,350,1 day,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-CF-B2-40-40-5,EUR,EUR,137.5,3,137.5,6.8,EUR,1,1,6.8,40,5 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-A1-850-40-5,EUR,EUR,160.79,2,160.79,0,EUR,2,1,0,850,5 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-850-40-3,EUR,EUR,144.75,0,144.75,0,EUR,2,1,0,850,3 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B2-35-40-3,EUR,EUR,120.44,2,120.44,6.8,EUR,1,0,6.8,35,3 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-100G-A0-400-40-4,EUR,EUR,150.05,2,150.05,13.04,EUR,1,1,13.04,400,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-B2-550-40-2,EUR,EUR,161.75,0,161.75,0,EUR,2,0,0,550,2 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-550-40-5,EUR,EUR,161.75,2,161.75,0,EUR,2,1,0,550,5 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-550-40-3,EUR,EUR,161.75,0,161.75,0,EUR,2,1,0,550,3 days,115g Blue back,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-2000-40-2,EUR,EUR,149.53,0,149.53,0,EUR,2,0,0,2000,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-6-40-3,EUR,EUR,122.72,2,122.72,3.68,EUR,1,0,3.68,6,3 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-A1-25-40-3,EUR,EUR,122.62,2,122.62,3.68,EUR,1,0,3.68,25,3 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-CF-B2-30-40-2,EUR,EUR,124.38,1,124.38,6.8,EUR,1,0,6.8,30,2 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-135G-A1-800-40-3,EUR,EUR,141.86,0,141.86,0,EUR,2,1,0,800,3 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-4500-40-4,EUR,EUR,157.24,1,157.24,0,EUR,2,1,0,4500,4 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B1-20-40-5,EUR,EUR,137.5,3,137.5,3.68,EUR,1,1,3.68,20,5 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-115A-A1-800-40-5,EUR,EUR,157.1,2,157.1,0,EUR,2,1,0,800,5 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-10000-40-2,EUR,EUR,147.84,0,147.84,0,EUR,2,0,0,10000,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-ABRI-20-40-4,EUR,EUR,120.91,2,120.91,5.36,EUR,1,1,5.36,20,4 days,115g Blue back,Abri,EUR,Vanderheym BV,DHL_EXPRESS-EUROPLUS
PO-135G-A4-9500-40-2,EUR,EUR,141.23,0,141.23,0,EUR,2,0,0,9500,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-700-40-2,EUR,EUR,127.27,0,127.27,0,EUR,2,0,0,700,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-4000-40-2,EUR,EUR,142.42,0,142.42,0,EUR,2,0,0,4000,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B1-15-40-2,EUR,EUR,124.38,1,124.38,3.68,EUR,1,0,3.68,15,2 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-135G-A4-9000-40-2,EUR,EUR,134.6,0,134.6,0,EUR,2,0,0,9000,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-5-40-2,EUR,EUR,123.24,1,123.24,3.68,EUR,1,0,3.68,5,2 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-115A-A1-700-40-3,EUR,EUR,140.9,0,140.9,0,EUR,2,1,0,700,3 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-8500-40-2,EUR,EUR,127.97,0,127.97,0,EUR,2,0,0,8500,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A3-100-40-5,EUR,EUR,122.62,3,122.62,13.04,EUR,1,1,13.04,100,5 days,Water resistant PVC,A3,EUR,Probo,TNT-AVG
PO-100G-A0-350-40-2,EUR,EUR,143.2,0,143.2,13.04,EUR,1,1,13.04,350,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-100G-A0-350-40-4,EUR,EUR,143.2,2,143.2,13.04,EUR,1,1,13.04,350,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-A1-750-40-4,EUR,EUR,144.6,1,144.6,0,EUR,2,1,0,750,4 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-10000-40-3,EUR,EUR,147.84,0,147.84,0,EUR,2,1,0,10000,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-40-40-2,EUR,EUR,118.26,1,118.26,6.8,EUR,1,0,6.8,40,2 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-B1-400-40-2,EUR,EUR,132.5,1,132.5,13.04,EUR,1,0,13.04,400,2 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A4-9500-40-3,EUR,EUR,141.23,0,141.23,0,EUR,2,1,0,9500,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-550-40-2,EUR,EUR,118.59,0,118.59,0,EUR,2,0,0,550,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-650-40-3,EUR,EUR,137.21,0,137.21,0,EUR,2,1,0,650,3 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-1250-40-1,EUR,EUR,139.7,0,139.7,9.92,EUR,1,0,9.92,1250,1 day,115g Blue back,A3,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A4-9000-40-3,EUR,EUR,134.6,0,134.6,0,EUR,2,1,0,9000,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-950-40-5,EUR,EUR,150.54,2,150.54,0,EUR,2,1,0,950,5 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-3500-40-2,EUR,EUR,127.58,0,127.58,0,EUR,2,0,0,3500,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-1000-40-2,EUR,EUR,136,1,136,13.04,EUR,1,0,13.04,1000,2 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-CF-A0-10-40-2,EUR,EUR,118.35,1,118.35,3.68,EUR,1,0,3.68,10,2 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-B1-450-40-2,EUR,EUR,124,1,124,16.16,EUR,1,0,16.16,450,2 days,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A4-10000-40-5,EUR,EUR,147.84,2,147.84,0,EUR,2,1,0,10000,5 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-50-40-5,EUR,EUR,122.62,3,122.62,6.8,EUR,1,1,6.8,50,5 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-B1-350-40-2,EUR,EUR,124,1,124,13.04,EUR,1,0,13.04,350,2 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
